B101,101,1,1
B108,-153,0,40
B108,-33,0,52
B108,-418,0,-91
B108,193,0,1
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,215,0,-30
B108,213,0,-28
B108,211,0,-26
B108,209,0,-24
B108,208,0,-21
B108,207,0,-19
B108,206,0,-17
B108,205,0,-15
B108,204,0,-12
B108,203,0,-10
B108,202,0,-7
B108,201,0,-5
B108,200,0,-2
B108,199,0,0
B108,199,0,2
B108,198,0,4
B108,198,0,7
B108,198,0,9
B108,198,0,12
B108,199,0,15
B108,199,0,17
B108,199,0,20
B108,200,0,22
B108,201,0,25
B108,203,0,27
B108,204,0,29
B108,206,0,32
B108,207,0,34
B108,207,0,36
B108,208,0,39
B108,207,0,39
B108,204,0,37
B108,201,0,34
B108,199,0,32
B108,197,0,29
B108,195,0,26
B108,195,0,23
B108,194,0,20
B108,194,0,17
B108,195,0,14
B108,195,0,10
B108,196,0,7
B108,196,0,4
B108,198,0,1
B108,199,0,-1
B108,200,0,-4
B108,203,0,-6
B108,205,0,-9
B108,207,0,-7
B108,209,0,-3
B108,211,0,0
B108,212,0,4
B108,211,0,6
B108,209,0,9
B108,207,0,11
B108,204,0,13
B108,201,0,15
B108,199,0,18
B108,197,0,15
B108,197,0,11
B108,197,0,11
B108,197,0,11
B108,197,0,11
B108,197,0,11
B108,197,0,11
B108,197,0,11
B108,197,0,11
B108,197,0,11
B108,197,0,11
B108,197,0,11
B108,197,0,11
B108,197,0,11
B108,197,0,11
B108,197,0,11
B108,197,0,11
B108,197,0,11
B108,197,0,11
B108,197,0,11
B108,197,0,11
B108,197,0,11
B108,197,0,11
B108,197,0,11
B108,197,0,11
B108,197,0,11
B108,197,0,11
B108,197,0,11
B108,197,0,11
B108,197,0,11
B108,197,0,11
B108,197,0,11
B108,197,0,11
B108,197,0,11
B108,197,0,11
B108,197,0,11
B108,197,0,11
B108,40,0,114
B108,115,0,64
B108,114,0,89
B108,112,0,115
B108,114,0,140
B108,139,0,166
B108,164,0,194
B108,188,0,220
B108,212,0,246
B108,236,0,272
E1,99,0,-83
E1,84,0,-8
E1,167,0,-117
E1,332,0,330
E1,151,0,533
E1,85,0,-118
E1,171,0,51
E1,114,0,36
E1,176,0,65
E1,166,0,8
E1,286,0,68
E1,210,0,100
E1,219,0,100
E1,352,0,135
E1,299,0,214
E1,360,0,222
E1,324,0,198
E1,425,0,238
E1,304,0,143
E1,289,0,123
